unit_id,temperature_sensor,pressure_sensor,vibration_sensor,current_sensor,humidity_sensor,case_temperature,defrost_cycle_status,active_setpoint,control_temperature,alarm_high_setpoint,alarm_low_setpoint,suction_pressure,discharge_pressure,power_consumption,ambient_temperature,door_open,compressor_runtime,energy_efficiency,temp_deviation,pressure_drift,vibration_ratio,current_overload,high_temp_alarm,low_temp_alarm,defrost_impact,timestamp,actual,predicted,actual_label,predicted_label,severity
0.5555555555555556,0.1311621516602421,0.2583513576085163,0.6117112427059757,0.580851078771301,0.9284842629324006,0.1471815095385933,0,0.3583197708288477,0.4299326411813259,0.3583197708288477,0.3583197708288477,0.5094532350237713,0.4058732067941757,0.916966513038844,0.4451678144211255,0.0,0.1515151515151515,0.0134195024517474,0.2423922096176,0.3982858526041656,0.529979159200381,0.5966575824606952,0,0,0.0,2026-04-17 01:28:24.899737,0,0,Normal,Normal,LOW
0.1111111111111111,0.1714172783038274,0.2436852652779588,0.357672690023657,0.2922889965268993,0.2235600105976158,0.1657669546308302,0,0.7342600129802969,0.7374180226473166,0.734260012980297,0.734260012980297,0.4336623809056594,0.3113958292975241,0.4772505877267469,0.3617064217242567,0.0,0.2545454545454545,0.044401487504388,0.1967238938416697,0.5252504077587555,0.5505194522439896,0.3110229620352269,0,0,0.0,2026-04-14 22:43:24.899737,0,0,Normal,Normal,LOW
0.4444444444444445,0.4633778603495727,0.4789270123515323,0.1823846810593102,0.1033925905701045,0.169179830063082,0.3483539445815891,0,0.8722714882760315,0.7730964581977844,0.8722714882760314,0.8722714882760314,0.5771100629876096,0.5970419614103584,0.1723034702337372,0.7737019589603285,0.0,0.0,0.2424528720325607,0.4203119790930776,0.4562112177153713,0.5798928839034131,0.1033226540641147,0,0,0.0,2026-04-17 02:58:24.899737,0,0,Normal,Normal,LOW
0.0,0.0866001624476895,0.1830939430648701,0.4750325187617829,0.4549498839280098,0.6477553834041576,0.1172855917654808,0,0.3109253399756342,0.3400828645315399,0.3109253399756342,0.3109253399756342,0.4230936053643774,0.1373457140428464,0.7410596565592039,0.4278581617482555,0.0,0.206060606060606,0.0137060085822376,0.2139091378145738,0.5310454044558756,0.5139256254585421,0.4608653827205178,0,0,0.0,2026-04-18 16:08:24.899737,0,0,Normal,Normal,LOW
0.6666666666666665,0.3385370841649483,0.3877542643305056,0.0977441947664255,0.011594047542012,0.2675678198140074,0.2810398765814664,0,0.8826153298652136,0.7913675817491301,0.882615329865214,0.8826153298652137,0.4841683596265409,0.3321996547974222,0.0254220200784943,0.631536415708916,0.0,0.0,0.4631000312743603,0.3098417652470805,0.3904601571005441,0.6592647535431118,0.0170297685444626,0,0,0.0,2026-04-21 09:48:24.899737,0,0,Normal,Normal,LOW
0.5555555555555556,0.5311707817233494,0.4588242313266613,0.0970001586064625,0.0161243344163326,0.2980979026467607,0.4545585020347001,0,0.7539560854968067,0.7950381245604302,0.7539560854968064,0.7539560854968066,0.699928936489945,0.7402725368035168,0.0326089472482136,0.7016965052755697,0.0,0.0,0.6166101605294841,0.5044556612994571,0.5761285386719293,0.6196820067182098,0.0177883898969585,1,0,0.0,2026-04-21 14:53:24.899737,0,0,Normal,Normal,LOW
0.5555555555555556,0.4112829681960439,0.4367901849557327,0.0799570099299234,0.0079389162628397,0.9817143922836232,0.3737586238218143,0,0.1934662987548723,0.2088876451348914,0.1934662987548723,0.1934662987548723,0.6892633224736953,0.7435279814569729,0.0193748194104291,0.5453869244944156,0.0,0.0,0.5691204406170729,0.5206263057826536,0.4876032687475951,0.5652133156166949,0.0093979843695542,1,0,0.0,2026-04-18 12:38:24.899737,0,0,Normal,Normal,LOW
0.1111111111111111,0.0840294555416101,0.2123937342521906,0.5896530000575593,0.5703269167574141,0.3245472134657656,0.0979158808079898,0,0.8997854276469953,0.8260842419465287,0.8997854276469954,0.8997854276469954,0.3421959192548325,0.2577029042708791,0.9083078721251596,0.3216921061372135,0.0,0.0606060606060606,0.0084149855911961,0.0854704194009581,0.453647945233611,0.5214565816792489,0.6041857431980733,0,0,0.0,2026-04-18 06:48:24.899737,0,0,Normal,Normal,LOW
1.0,0.4444237310672269,0.4265366441096061,0.0874083290925078,0.037124696871118,0.391171031272765,0.5978064246732394,1,0.288637436363229,0.3125574860882397,0.2886374363632291,0.2886374363632291,0.5255428655328589,0.5340174910772091,0.0627567707733989,0.518425933736598,0.0,0.0,0.4211205579100762,0.5289657685373894,0.4628730315492879,0.4583134454788054,0.0460385827990778,1,0,0.5952025132710198,2026-04-20 22:53:24.899737,3,3,Defrost Failure,Defrost Failure,MEDIUM
0.4444444444444445,0.1085651292258601,0.2975784406001329,0.3800449447808395,0.3395457428086776,0.5517811847939227,0.0843271274490627,0,0.3420419205608749,0.3651802699567571,0.3420419205608749,0.342041920560875,0.4173613360980188,0.4702746915842493,0.5696831812179767,0.5106087605082581,0.0,0.0666666666666666,0.0252120184076515,0.2262864539526446,0.4861541067879324,0.5237689986735227,0.3394942265456753,0,0,0.0,2026-04-15 04:53:24.899737,0,0,Normal,Normal,LOW
0.1111111111111111,0.084880244371777,0.1661009453583801,0.4399338229011115,0.4152355823113678,0.1540383503198559,0.1038129715867255,0,0.4085924786552489,0.4450652201151288,0.4085924786552488,0.408592478655249,0.2601380401739792,0.4676004753979357,0.6942568903790952,0.39834918019337,0.0,0.3393939393939394,0.0152467351392035,0.191484879795673,0.4728014669853632,0.5145251097906246,0.4406576643562935,0,0,0.0,2026-04-20 02:23:24.899737,0,0,Normal,Normal,LOW
0.3333333333333333,0.3387819852675011,0.3597210987435684,0.0889772241179857,0.0440299684352482,0.916409669574829,0.3006818524253468,0,0.7765148628364907,0.7745255419048637,0.7765148628364911,0.7765148628364908,0.4298081039381194,0.4029510071811155,0.0759216495163606,0.5404727712895616,0.0,0.0,0.3119371115056791,0.3327944949808498,0.5468391352625986,0.4415041220115701,0.0517891501019854,0,0,0.0,2026-04-21 07:53:24.899737,0,0,Normal,Normal,LOW
0.8888888888888888,0.5031727995306344,0.4454834720347147,0.0800702554252469,0.0223640527177754,0.6742986785656953,0.3833005419353443,0,0.1290045098688558,0.2372721059398085,0.1290045098688557,0.1290045098688558,0.6617143932732046,0.7132966404454493,0.0347236799719674,0.5241767709115246,0.0,0.0,0.5792063194883857,0.6141227795039732,0.6567850682402105,0.4816300149163652,0.0263945721336659,1,0,0.0,2026-04-16 08:03:24.899737,0,0,Normal,Normal,LOW
0.8888888888888888,0.1380713782562374,0.2664982699952669,0.4466826266756055,0.406938429380922,0.6595495654021508,0.1364080294966149,0,0.3413847216654617,0.4214093069619661,0.3413847216654617,0.3413847216654617,0.3508281346424766,0.3678914094906833,0.6335630747444907,0.6054665417476153,0.0,0.3393939393939394,0.0260992157356022,0.2520130760636819,0.4974919057095001,0.5279917459787401,0.4317884025719261,0,0,0.0,2026-04-15 19:58:24.899737,0,0,Normal,Normal,LOW
0.6666666666666665,0.3348452034493728,0.3212290822329753,0.1660443976455408,0.0930785249024796,0.2171361474925632,0.3112288487613562,0,0.8334345160266089,0.6848155260625199,0.8334345160266092,0.833434516026609,0.5050813951153601,0.4966682277686383,0.1614942863233298,0.5157529720538965,0.0,0.0,0.1958325566758616,0.3171812800640127,0.5070118578967314,0.5635584126267684,0.1054103838894791,0,0,0.0,2026-04-16 18:28:24.899737,0,0,Normal,Normal,LOW
0.2222222222222222,0.2972553234839196,0.2828000474516932,0.1073949994607151,0.0417174324183417,0.34160499552279,0.2618645435040472,0,0.4831255780908196,0.5160431098283186,0.4831255780908197,0.4831255780908197,0.4239036117676731,0.3181294766317104,0.0723244739412536,0.3460770218747955,0.0,0.0,0.2900532654004803,0.359667189750588,0.4576915064951414,0.533488517653592,0.0500826127476708,0,0,0.0,2026-04-19 03:38:24.899737,0,0,Normal,Normal,LOW
1.0,0.1589117579590369,0.2178760952349305,0.4552196657415991,0.7309757603858171,0.7593687910666278,0.1671770371173608,0,0.3739398710834293,0.3722292255711285,0.3739398710834294,0.3739398710834294,0.4861790980522595,0.4294907686336864,0.670677375162809,0.4378563467006697,0.0,0.3454545454545454,0.0270883418462132,0.2631069020616638,0.3951150178633472,0.3648937515422812,0.808686449942979,0,0,0.0,2026-04-19 15:23:24.899737,4,4,Electrical Failure,Electrical Failure,HIGH
0.8888888888888888,0.4013894926063742,0.3530495601655348,0.1297048295012167,0.1002273368667024,0.4111543915135824,0.3096516462788952,0,0.8195332992428842,0.7264356152008703,0.8195332992428848,0.8195332992428843,0.603381089647304,0.3405408701458632,0.1745006869183471,0.6021426583630347,0.0,0.0,0.213690604337858,0.3778632850889812,0.4862653777857972,0.4400469551136768,0.1084730904310111,0,0,0.0,2026-04-17 13:38:24.899737,0,0,Normal,Normal,LOW
0.4444444444444445,0.3020839426020416,0.3289458075418112,0.151450790675996,0.0911606610178706,0.8560362489327782,0.4951296584884349,1,0.3937926444283093,0.4104617816287526,0.3937926444283093,0.3937926444283093,0.5254403119046271,0.6240468428386263,0.1431999522358676,0.5831802647164588,0.0,0.0,0.196917436426606,0.3830008381457933,0.4293666222754674,0.5254704990908243,0.0910897704059863,1,0,0.4488703245488755,2026-04-15 03:08:24.899737,0,0,Normal,Normal,LOW
0.0,0.3171204296642059,0.3279741660802484,0.1046970485282356,0.0797435533456447,0.5813838238750633,0.2729548165418093,0,0.5794282209728839,0.5364219112342382,0.5794282209728843,0.579428220972884,0.5159933491431321,0.3046736039365796,0.1301221371437465,0.785425453690523,0.0,0.0,0.2177035281252836,0.3562524130056489,0.3406848958382246,0.4072148878300222,0.0812340296231945,0,0,0.0,2026-04-15 22:08:24.899737,0,0,Normal,Normal,LOW
0.4444444444444445,0.5311745140619064,0.4635210730109604,0.1348068085294479,0.0303705451967346,0.3194418216679198,0.4829734426773245,0,0.3395004920714473,0.3983402194767419,0.3395004920714473,0.3395004920714474,0.6689022058199638,0.8164153123427149,0.0519466693344548,0.2304311017885157,0.0,0.0,0.5265956799126748,0.5932886003902985,0.5462122392144404,0.731433429980591,0.0302949128793341,1,0,0.0,2026-04-21 11:33:24.899737,1,1,Compressor Failure,Compressor Failure,MEDIUM
0.3333333333333333,0.1083095461077356,0.2552011522574737,0.5490633428379655,0.5055174970614935,0.968191944727115,0.1080882092665098,0,0.6418870621520884,0.6266707872916859,0.6418870621520887,0.6418870621520885,0.3433701148003734,0.2140402194816197,0.8364921268357538,0.5131058090345753,0.0,0.1333333333333333,0.0132402150117534,0.1617994293855798,0.5202364752182143,0.5361599083301621,0.5503400573624547,0,0,0.0,2026-04-19 20:53:24.899737,0,0,Normal,Normal,LOW
1.0,0.194123916585638,0.1347358732740384,0.4663408433113135,0.3993552620163266,0.3705762802750312,0.2255416394954267,0,0.8810181110018586,0.7022018764979641,0.8810181110018591,0.8810181110018587,0.1485273641097304,0.132911997948296,0.654401617774221,0.3650074613437379,0.0,0.0121212121212121,0.0333198742137248,0.1849590470113247,0.44491028252714,0.5537132915886852,0.4441850762597322,0,0,0.0,2026-04-18 08:38:24.899737,0,0,Normal,Normal,LOW
0.8888888888888888,0.2966101254305521,0.2706840663436525,0.1374678473752817,0.0845895280735828,0.6065069348110794,0.2525909906695638,0,0.95728137547388,0.8251143332222776,0.9572813754738808,0.95728137547388,0.5454116950678132,0.389824504504122,0.1407778805994921,0.3086364461387073,0.0,0.0,0.196514222326072,0.2574825528608313,0.4354055897014457,0.5005680695045176,0.0919887077185958,0,0,0.0,2026-04-20 04:43:24.899737,0,0,Normal,Normal,LOW
0.4444444444444445,0.2269471560174878,0.2934685105367443,0.3791523892252121,0.3430905263682829,0.5977558032224117,0.2351076534408597,0,0.6929228909906137,0.7812801426808874,0.6929228909906138,0.6929228909906137,0.5683054335965196,0.6442002422210522,0.5521367274418532,0.5580887566229007,1.0,0.3272727272727272,0.0469616629193148,0.2537352680328973,0.493266434200468,0.5191945621060094,0.343039286602858,0,0,0.0,2026-04-18 16:33:24.899737,0,0,Normal,Normal,LOW
0.8888888888888888,0.3388960329413905,0.4544148732668311,0.0534086520123574,0.0126800860559697,0.927061022513996,0.7900284923250321,1,0.2176012560954645,0.245069756839289,0.2176012560954645,0.2176012560954646,0.6492181011536751,0.663308304179838,0.0240068454694169,0.4990041658794764,0.0,0.0,0.4697485707324242,0.4526845810307989,0.5978954538949139,0.3588959672809888,0.0161863508451621,1,0,0.4867149343300104,2026-04-16 06:23:24.899737,0,0,Normal,Normal,LOW
0.8888888888888888,0.2290517502343324,0.3289983480926262,0.3934697824436401,0.3200802484106805,0.3517524067501856,0.1971872987817886,0,0.4987094760773842,0.4713287053608066,0.4987094760773842,0.4987094760773844,0.5466794078110864,0.6837699636737016,0.539357855363226,0.7501385151524786,1.0,0.3272727272727272,0.0486261021192159,0.2971857222746385,0.5195611322237679,0.5603781688951414,0.340228036553916,0,0,0.0,2026-04-15 00:18:24.899737,0,0,Normal,Normal,LOW
0.5555555555555556,0.352415810615053,0.3576617039281102,0.1080857823562168,0.0251093999132846,0.5974706908787948,0.3191175692336541,0,0.1686529755393102,0.3102430082453643,0.16865297553931,0.1686529755393103,0.452313969539547,0.7293123655916105,0.0470873337543188,0.5778955069425886,0.0,0.0,0.3956198569573571,0.474899009554905,0.5271265745396865,0.6242176672945852,0.0269984683310757,1,0,0.0,2026-04-15 05:18:24.899737,0,0,Normal,Normal,LOW
1.0,0.0424137622400843,0.2631599705141063,0.5424787163226241,0.5226887418907751,0.8720938563440825,0.054966253777178,0,0.3377171844961812,0.3654776640464351,0.3377171844961812,0.3377171844961814,0.3023516327798714,0.5570923534812744,0.8596093865465332,0.6965783450361918,0.0,0.2,0.0047891598813947,0.1698515073299261,0.4842360706465368,0.5188272159095789,0.5797473320804886,0,0,0.0,2026-04-18 11:13:24.899737,0,0,Normal,Normal,LOW
0.1111111111111111,0.6319996732970744,0.5177985967347021,0.0906404687339448,0.045336332818917,0.2565421040924114,0.6843919324283975,1,0.0669222406869149,0.1155428282978701,0.0669222406869152,0.0669222406869151,0.8598665990542744,0.8551044637556497,0.0787374091144062,0.4025290922922129,0.0,0.0,0.5058880080037287,0.7391384864416157,0.7004541617709351,0.4446080912934816,0.050636430413273,1,0,0.7880396565187467,2026-04-20 12:43:24.899737,2,2,Cooling Failure,Cooling Failure,HIGH
0.1111111111111111,0.2747145895266625,0.3304394997481639,0.1008898625525902,0.0170905149287495,0.4233582850353048,0.2496916922204241,0,0.4980186297336607,0.3754228827693968,0.4980186297336608,0.4980186297336608,0.4498064858642738,0.5867226439036926,0.0341495974377629,0.5984385992718984,0.0,0.0,0.3678389212720063,0.336929426597441,0.4554838354366929,0.6368585864831772,0.0208540808616883,0,0,0.0,2026-04-21 13:03:24.899737,0,0,Normal,Normal,LOW
0.8888888888888888,0.1399248156184616,0.4013236229992776,0.5983194180996841,0.5756832392225162,0.7031915038756396,0.1537941249946084,0,0.3841357205933612,0.4117939084534889,0.3841357205933613,0.3841357205933613,0.4776968277557727,0.4684301147946597,0.9742166093740438,0.5009571011872966,0.0,0.0363636363636363,0.0127459596651897,0.2444574845932569,0.6006909403473709,0.5240563468326859,0.6096684408152934,0,0,0.0,2026-04-21 07:58:24.899737,0,0,Normal,Normal,LOW
0.8888888888888888,0.0997240540154237,0.217325204172516,0.4730537019571506,0.4404452489259155,0.1959791662088319,0.1203333397308257,0,0.4922368461881752,0.531621201623252,0.4922368461881752,0.4922368461881753,0.4832577813559902,0.4440066293560742,0.7151830052010761,0.5724131937168464,0.0,0.3818181818181818,0.0164862983317649,0.186429015078485,0.4896597113213108,0.5236977232723352,0.4671091590898425,0,0,0.0,2026-04-17 03:33:24.899737,0,0,Normal,Normal,LOW
