timestamp,unit_id,temperature_sensor,pressure_sensor,vibration_sensor,current_sensor,humidity_sensor,case_temperature,defrost_cycle_status,active_setpoint,control_temperature,alarm_high_setpoint,alarm_low_setpoint,suction_pressure,discharge_pressure,power_consumption,ambient_temperature,door_open,compressor_runtime,energy_efficiency,temp_deviation,pressure_drift,vibration_ratio,current_overload,high_temp_alarm,low_temp_alarm,defrost_impact,failure_type,anomaly,anomaly_flag
2026-04-14 21:33:24.899737,0.0,0.3699573650659525,0.653988956158265,0.4877915499093855,0.4454124442453949,0.158098107661833,0.2455232094288633,1,0.706388416868036,0.6831544928232999,0.7063884168680359,0.7063884168680358,0.5100313114254242,0.1913604463758567,0.7189971411691114,0.4939918292270919,0.0,0.1696969696969697,0.0189882652583409,0.3748577202021449,0.850744062691049,0.5325692255767143,0.4512154625654516,0,0,0.5186474864535113,0.5,-1,1
2026-04-14 22:48:24.899737,0.0,0.1131418605792775,0.1597282060298668,0.3573154672553389,0.2961860277860892,0.685143411978917,0.4319805964173088,1,0.3623789361087076,0.4685977213488915,0.3623789361087077,0.3623789361087077,0.3684298857588368,0.1760323536496861,0.4909834065428284,0.5697698082030653,0.0,0.2606060606060606,0.0317326176258793,0.2258962720141545,0.4904064081977616,0.5452957254895415,0.3002291337623589,1,0,0.2546287235022892,0.75,-1,1
2026-04-14 22:58:24.899737,0.0,0.1143067492511873,0.2629615481379619,0.5927218054729448,0.5768611879980465,0.8799746174267808,0.2227639680438182,1,0.0303060035111352,0.0919882663462649,0.0303060035111351,0.0303060035111353,0.552804659282673,0.5213828277733672,0.9313661474056556,0.3286121454748081,0.0,0.2727272727272727,0.0111637940105658,0.2980791216089745,0.5541717512124216,0.5194342104917703,0.5842144564158712,1,0,0.255826285412534,0.0,-1,1
2026-04-14 23:48:24.899737,0.0,0.1043213568800848,0.2805829021839092,0.4930425740328092,0.7837235962404152,0.800136914928536,0.354964138784912,1,0.6809412996127276,0.6449857538697835,0.6809412996127275,0.6809412996127275,0.3310702886979348,0.413811287140835,0.7249874729645003,0.3927999567829712,0.0,0.3333333333333333,0.0167222284301669,0.1499707077537688,0.4716263488799445,0.3692578717448223,0.7935165111656701,1,0,0.2455608189771232,1.0,-1,1
2026-04-14 23:53:24.899737,0.0,0.0779287783526986,0.3852133220151148,0.5139842600729909,0.4643365384136477,0.0440157456677268,0.1951108685251642,1,0.986898718164142,0.947327597535731,0.9868987181641418,0.986898718164142,0.6222148029102215,0.6753451865128919,0.7631279593122743,0.3457828260291034,0.0,0.3393939393939394,0.0117987419929769,0.0615094638713613,0.5558041448981369,0.5395978296701974,0.4703627393826746,0,0,0.2184279714186339,0.0,-1,1
2026-04-15 01:23:24.899737,0.0,0.1272288423225526,0.2316335431299263,0.3822129917812287,0.3607960941251786,0.0005787014929647,0.4714925298609225,1,0.099710752615418,0.2550453141993252,0.0997107526154179,0.0997107526154181,0.285393309724089,0.5490257028540291,0.6133323763602707,0.6135079033749491,0.0,0.4484848484848485,0.0255978927078093,0.2944088360461173,0.5423923150180426,0.5054266559814006,0.3656011835088169,1,0,0.2691108222408758,0.75,-1,1
2026-04-15 02:08:24.899737,0.0,0.2340524616929507,0.3268047698432412,0.3270902160070735,0.2860555807958672,0.6691951211630298,0.7143102651578783,1,0.2768427524644252,0.3739675872341506,0.2768427524644254,0.2768427524644253,0.6154743211705349,0.473954005256028,0.4686468973337707,0.631265997571385,1.0,0.503030303030303,0.0578958130574685,0.3490743838004512,0.5319444506953576,0.5191426414255907,0.289979212625875,1,0,0.3789306709159703,0.75,-1,1
2026-04-15 03:38:24.899737,0.0,0.5644190076556544,0.5922079893704151,0.599013499560751,0.5790846852474714,0.7761652031791864,0.1894093866420442,0,0.9173909243598544,0.8335341777487727,0.9173909243598544,0.9173909243598544,0.4532059698332591,0.6668324781025974,0.918726233098846,0.5572321149661081,1.0,0.6121212121212121,0.0204479366407548,0.4982574424570299,0.7179988095302118,0.5223708971409916,0.5864641766380679,0,0,0.0,0.5,-1,1
2026-04-15 04:38:24.899737,0.0,0.1130180372006769,0.1335687933386751,0.4283791927867015,0.401695457729444,0.2178131480554552,0.4176445395475597,1,0.0432393410739634,0.2249379603070609,0.0432393410739633,0.0432393410739634,0.1796645730728205,0.2443212879566072,0.6323662953364522,0.3758252901108523,0.0,0.6848484848484848,0.0222957104303298,0.2941896555923521,0.4563723782273287,0.5151477169328066,0.4069828966633028,1,0,0.2545014270787034,0.75,-1,1
2026-04-15 05:58:24.899737,0.0,0.1160233852215761,0.3793486908698269,0.5755569205174844,0.5636422561434946,0.653117696746657,0.3267878164063956,1,0.2027712795234636,0.2638905805056469,0.2027712795234637,0.2027712795234637,0.7005845255231247,0.3745456020817008,0.9451071964848012,0.6430742979429975,0.0,0.7818181818181819,0.0109860733493591,0.2626034212135698,0.5812583743196897,0.5158321207552191,0.5708396261493993,1,0,0.2575910702383004,0.0,-1,1
